id,product_id,quantity,subtotal,transaction_date
8728,20,1,104.86,2025-02-07T19:51:00
8729,16,3,566.25,2025-02-07T19:51:00
8730,13,1,89.73,2025-02-07T19:51:00
8731,15,2,273.96,2025-02-07T19:51:00
8732,12,3,590.7,2025-02-07T19:51:00
8733,15,3,410.94,2025-02-07T16:37:00
8734,2,2,116.44,2025-02-07T16:37:00
8735,16,2,377.5,2025-02-07T18:47:00
8736,2,2,116.44,2025-02-07T18:47:00
8737,19,1,182.49,2025-02-07T18:47:00
8738,18,2,318.94,2025-02-07T13:46:00
8739,1,3,187.32,2025-02-07T13:46:00
8740,11,2,115.04,2025-02-07T13:46:00
8741,6,1,104.6,2025-02-07T09:34:00
8742,1,3,187.32,2025-02-07T09:34:00
8743,19,3,547.47,2025-02-07T09:34:00
8744,10,1,110.27,2025-02-07T21:10:00
8745,7,2,174.94,2025-02-07T21:10:00
8746,1,3,187.32,2025-02-07T21:10:00
8747,18,2,318.94,2025-02-07T12:43:00
8748,16,3,566.25,2025-02-07T12:43:00
8749,16,2,377.5,2025-02-07T22:02:00
8750,15,2,273.96,2025-02-07T22:02:00
8751,18,3,478.41,2025-02-07T22:02:00
8752,1,1,62.44,2025-02-08T06:03:00
8753,11,1,57.52,2025-02-08T06:03:00
8754,5,2,257.36,2025-02-08T12:13:00
8755,3,3,332.52,2025-02-08T12:13:00
8756,2,3,174.66,2025-02-08T12:13:00
8757,12,1,196.9,2025-02-08T19:47:00
8758,19,3,547.47,2025-02-08T11:54:00
8759,3,1,110.84,2025-02-08T11:54:00
8760,18,1,159.47,2025-02-08T11:54:00
8761,9,2,105.5,2025-02-08T11:54:00
8762,16,2,377.5,2025-02-08T11:54:00
8763,4,1,118.25,2025-02-08T07:10:00
8764,6,1,104.6,2025-02-08T19:36:00
8765,6,1,104.6,2025-02-08T09:58:00
8766,5,2,257.36,2025-02-08T09:58:00
8767,8,2,214.18,2025-02-08T20:51:00
8768,17,1,185.43,2025-02-08T20:51:00
8769,3,3,332.52,2025-02-08T20:51:00
8770,14,2,112.98,2025-02-08T22:18:00
8771,19,2,364.98,2025-02-08T22:18:00
8772,9,2,105.5,2025-02-08T21:13:00
8773,2,1,58.22,2025-02-08T21:13:00
8774,19,1,182.49,2025-02-08T21:13:00
8775,15,2,273.96,2025-02-08T21:13:00
8776,5,2,257.36,2025-02-08T21:13:00
8777,7,2,174.94,2025-02-08T14:51:00
8778,18,2,318.94,2025-02-08T21:18:00
8779,17,3,556.29,2025-02-08T21:18:00
8780,8,2,214.18,2025-02-08T21:18:00
8781,1,1,62.44,2025-02-08T09:52:00
8782,6,2,209.2,2025-02-08T20:27:00
8783,19,3,547.47,2025-02-08T20:27:00
8784,17,1,185.43,2025-02-08T20:27:00
8785,2,2,116.44,2025-02-08T08:33:00
8786,9,3,158.25,2025-02-08T08:33:00
8787,16,3,566.25,2025-02-08T06:17:00
8788,8,3,321.27,2025-02-08T06:17:00
8789,2,1,58.22,2025-02-08T06:07:00
8790,10,1,110.27,2025-02-08T06:07:00
8791,7,3,262.41,2025-02-08T06:07:00
8792,13,2,179.46,2025-02-08T06:07:00
8793,3,3,332.52,2025-02-08T07:12:00
8794,8,3,321.27,2025-02-08T07:12:00
8795,16,2,377.5,2025-02-08T07:12:00
8796,11,3,172.56,2025-02-08T07:12:00
8797,7,2,174.94,2025-02-08T07:12:00
8798,9,2,105.5,2025-02-08T06:37:00
8799,3,3,332.52,2025-02-08T06:37:00
8800,20,3,314.58,2025-02-08T06:37:00
8801,17,2,370.86,2025-02-08T08:55:00
8802,14,1,56.49,2025-02-08T09:58:00
8803,8,2,214.18,2025-02-08T09:58:00
8804,20,3,314.58,2025-02-08T12:13:00
8805,17,2,370.86,2025-02-08T12:13:00
8806,5,3,386.04,2025-02-08T09:26:00
8807,18,2,318.94,2025-02-08T09:26:00
8808,6,2,209.2,2025-02-08T09:26:00
8809,19,3,547.47,2025-02-08T18:29:00
8810,11,2,115.04,2025-02-08T18:29:00
8811,14,2,112.98,2025-02-08T18:29:00
8812,8,3,321.27,2025-02-08T19:14:00
8813,4,1,118.25,2025-02-08T19:14:00
8814,2,3,174.66,2025-02-08T19:14:00
8815,15,2,273.96,2025-02-08T19:14:00
8816,20,2,209.72,2025-02-08T16:26:00
8817,12,3,590.7,2025-02-08T16:26:00
8818,11,1,57.52,2025-02-08T16:26:00
8819,16,1,188.75,2025-02-08T18:34:00
8820,3,1,110.84,2025-02-08T18:11:00
8821,4,3,354.75,2025-02-08T18:11:00
8822,9,2,105.5,2025-02-08T18:11:00
8823,2,1,58.22,2025-02-08T18:11:00
8824,4,1,118.25,2025-02-08T12:44:00
8825,20,3,314.58,2025-02-08T12:44:00
8826,18,1,159.47,2025-02-08T15:03:00
8827,7,2,174.94,2025-02-08T15:03:00
8828,4,2,236.5,2025-02-08T15:03:00
8829,11,1,57.52,2025-02-08T15:03:00
8830,2,1,58.22,2025-02-08T15:03:00
8831,12,1,196.9,2025-02-08T18:14:00
8832,20,3,314.58,2025-02-08T17:08:00
8833,7,1,87.47,2025-02-08T17:08:00
8834,17,1,185.43,2025-02-08T06:28:00
8835,16,1,188.75,2025-02-08T06:28:00
8836,11,3,172.56,2025-02-08T17:43:00
8837,1,2,124.88,2025-02-08T17:43:00
8838,10,1,110.27,2025-02-08T17:43:00
8839,2,2,116.44,2025-02-08T17:43:00
8840,3,3,332.52,2025-02-08T08:35:00
8841,7,3,262.41,2025-02-08T08:35:00
8842,20,2,209.72,2025-02-08T08:35:00
8843,14,3,169.47,2025-02-08T08:35:00
8844,17,2,370.86,2025-02-08T20:55:00
8845,11,1,57.52,2025-02-08T20:55:00
8846,18,2,318.94,2025-02-08T20:55:00
8847,7,1,87.47,2025-02-08T20:55:00
8848,9,3,158.25,2025-02-08T09:28:00
8849,17,1,185.43,2025-02-08T09:28:00
8850,12,1,196.9,2025-02-08T09:28:00
8851,4,2,236.5,2025-02-08T09:28:00
8852,3,2,221.68,2025-02-08T09:28:00
8853,11,2,115.04,2025-02-08T12:07:00
8854,19,3,547.47,2025-02-08T12:07:00
8855,1,3,187.32,2025-02-08T12:07:00
8856,6,1,104.6,2025-02-08T12:07:00
8857,10,1,110.27,2025-02-08T12:07:00
8858,6,3,313.8,2025-02-08T11:11:00
8859,15,3,410.94,2025-02-08T14:52:00
8860,11,2,115.04,2025-02-08T14:52:00
8861,16,3,566.25,2025-02-08T14:52:00
8862,16,2,377.5,2025-02-08T13:20:00
8863,9,1,52.75,2025-02-08T13:20:00
8864,14,2,112.98,2025-02-08T13:20:00
8865,11,2,115.04,2025-02-08T08:50:00
8866,5,2,257.36,2025-02-08T08:50:00
8867,16,1,188.75,2025-02-08T14:53:00
8868,3,1,110.84,2025-02-08T10:58:00
8869,14,3,169.47,2025-02-08T10:58:00
8870,6,2,209.2,2025-02-08T10:58:00
8871,20,3,314.58,2025-02-08T09:31:00
8872,8,2,214.18,2025-02-08T22:37:00
8873,10,2,220.54,2025-02-08T13:16:00
8874,12,1,196.9,2025-02-08T11:13:00
8875,4,3,354.75,2025-02-08T11:13:00
8876,7,2,174.94,2025-02-08T11:13:00
8877,1,1,62.44,2025-02-08T11:13:00
8878,13,1,89.73,2025-02-08T11:13:00
8879,14,3,169.47,2025-02-08T08:47:00
8880,18,1,159.47,2025-02-08T08:47:00
8881,1,3,187.32,2025-02-08T08:47:00
8882,13,2,179.46,2025-02-08T19:25:00
8883,2,3,174.66,2025-02-08T19:25:00
8884,19,3,547.47,2025-02-08T19:25:00
8885,5,1,128.68,2025-02-08T19:25:00
8886,12,3,590.7,2025-02-08T19:25:00
8887,3,1,110.84,2025-02-08T20:36:00
8888,16,3,566.25,2025-02-08T20:36:00
8889,11,3,172.56,2025-02-08T15:21:00
8890,1,1,62.44,2025-02-08T15:21:00
8891,8,3,321.27,2025-02-08T15:21:00
8892,12,1,196.9,2025-02-08T20:11:00
8893,11,2,115.04,2025-02-08T11:03:00
8894,5,1,128.68,2025-02-08T11:03:00
8895,18,2,318.94,2025-02-08T11:03:00
8896,15,1,136.98,2025-02-08T11:36:00
8897,11,2,115.04,2025-02-08T11:36:00
8898,14,1,56.49,2025-02-08T11:36:00
8899,6,2,209.2,2025-02-08T11:36:00
8900,11,3,172.56,2025-02-08T12:03:00
8901,7,1,87.47,2025-02-08T12:03:00
8902,12,1,196.9,2025-02-08T12:03:00
8903,17,1,185.43,2025-02-08T09:38:00
8904,11,2,115.04,2025-02-08T09:38:00
8905,16,3,566.25,2025-02-08T09:38:00
8906,15,2,273.96,2025-02-08T09:38:00
8907,14,2,112.98,2025-02-08T07:52:00
8908,8,3,321.27,2025-02-08T07:52:00
8909,18,2,318.94,2025-02-08T07:52:00
8910,15,1,136.98,2025-02-08T07:52:00
8911,13,1,89.73,2025-02-08T10:11:00
8912,19,1,182.49,2025-02-08T10:11:00
8913,12,3,590.7,2025-02-08T10:11:00
8914,17,2,370.86,2025-02-08T14:03:00
8915,1,2,124.88,2025-02-08T14:03:00
8916,9,2,105.5,2025-02-08T14:03:00
8917,12,1,196.9,2025-02-08T14:03:00
8918,7,3,262.41,2025-02-08T06:58:00
8919,10,1,110.27,2025-02-08T06:58:00
8920,6,1,104.6,2025-02-08T19:05:00
8921,8,1,107.09,2025-02-08T19:05:00
8922,12,3,590.7,2025-02-08T19:05:00
8923,18,2,318.94,2025-02-08T19:05:00
8924,16,3,566.25,2025-02-08T10:41:00
8925,8,1,107.09,2025-02-08T10:41:00
8926,18,2,318.94,2025-02-08T17:03:00
8927,13,2,179.46,2025-02-08T17:03:00
8928,7,3,262.41,2025-02-08T17:03:00
8929,12,3,590.7,2025-02-08T17:03:00
8930,16,2,377.5,2025-02-08T08:59:00
8931,18,1,159.47,2025-02-08T19:11:00
8932,1,1,62.44,2025-02-08T19:11:00
8933,5,1,128.68,2025-02-08T19:11:00
8934,16,1,188.75,2025-02-08T19:11:00
8935,8,3,321.27,2025-02-08T16:23:00
8936,13,1,89.73,2025-02-08T16:23:00
8937,9,3,158.25,2025-02-08T16:23:00
8938,19,3,547.47,2025-02-08T11:29:00
8939,13,1,89.73,2025-02-08T19:52:00
8940,10,1,110.27,2025-02-08T19:52:00
8941,14,2,112.98,2025-02-08T19:52:00
8942,3,2,221.68,2025-02-08T19:52:00
8943,9,1,52.75,2025-02-08T19:52:00
8944,15,3,410.94,2025-02-08T15:56:00
8945,19,2,364.98,2025-02-08T15:56:00
8946,17,1,185.43,2025-02-08T21:57:00
8947,12,3,590.7,2025-02-08T21:57:00
8948,8,3,321.27,2025-02-08T21:57:00
8949,16,3,566.25,2025-02-08T21:57:00
8950,6,2,209.2,2025-02-08T21:57:00
8951,9,3,158.25,2025-02-08T15:29:00
8952,5,3,386.04,2025-02-08T15:29:00
8953,16,2,377.5,2025-02-08T22:33:00
8954,13,1,89.73,2025-02-09T22:31:00
8955,16,3,566.25,2025-02-09T22:31:00
8956,14,2,112.98,2025-02-09T12:50:00
8957,20,1,104.86,2025-02-09T07:44:00
8958,18,1,159.47,2025-02-09T07:44:00
8959,12,1,196.9,2025-02-09T07:44:00
8960,5,2,257.36,2025-02-09T06:37:00
8961,15,2,273.96,2025-02-09T09:29:00
8962,17,2,370.86,2025-02-09T09:29:00
8963,5,2,257.36,2025-02-09T09:29:00
8964,11,3,172.56,2025-02-09T09:29:00
8965,18,1,159.47,2025-02-09T18:22:00
8966,5,1,128.68,2025-02-09T18:22:00
8967,12,1,196.9,2025-02-09T18:22:00
8968,1,1,62.44,2025-02-09T06:38:00
8969,6,3,313.8,2025-02-09T06:38:00
8970,8,3,321.27,2025-02-09T06:38:00
8971,5,1,128.68,2025-02-09T18:27:00
8972,15,1,136.98,2025-02-09T09:43:00
8973,18,3,478.41,2025-02-09T09:43:00
8974,3,1,110.84,2025-02-09T09:43:00
8975,13,3,269.19,2025-02-09T09:43:00
8976,7,2,174.94,2025-02-09T18:53:00
8977,5,2,257.36,2025-02-09T07:57:00
8978,4,1,118.25,2025-02-09T18:29:00
8979,9,1,52.75,2025-02-09T09:23:00
8980,2,2,116.44,2025-02-09T09:23:00
8981,13,1,89.73,2025-02-09T09:23:00
8982,4,2,236.5,2025-02-09T09:23:00
8983,5,1,128.68,2025-02-09T09:23:00
8984,10,1,110.27,2025-02-09T08:58:00
8985,16,2,377.5,2025-02-09T08:58:00
8986,11,1,57.52,2025-02-09T08:58:00
8987,4,3,354.75,2025-02-09T08:58:00
8988,12,1,196.9,2025-02-09T08:58:00
8989,17,1,185.43,2025-02-09T21:29:00
8990,9,2,105.5,2025-02-09T21:29:00
8991,2,1,58.22,2025-02-09T21:29:00
8992,4,1,118.25,2025-02-09T21:03:00
8993,3,3,332.52,2025-02-09T21:03:00
8994,7,2,174.94,2025-02-09T09:52:00
8995,11,1,57.52,2025-02-09T09:52:00
8996,19,1,182.49,2025-02-09T09:52:00
8997,6,2,209.2,2025-02-09T09:52:00
8998,3,3,332.52,2025-02-09T09:52:00
8999,17,2,370.86,2025-02-09T06:08:00
9000,15,2,273.96,2025-02-09T06:08:00
9001,2,2,116.44,2025-02-09T06:08:00
9002,18,2,318.94,2025-02-09T06:08:00
9003,19,1,182.49,2025-02-09T06:08:00
9004,7,3,262.41,2025-02-09T17:20:00
9005,11,2,115.04,2025-02-09T17:20:00
9006,1,1,62.44,2025-02-09T22:48:00
9007,16,2,377.5,2025-02-09T22:48:00
9008,8,3,321.27,2025-02-09T19:12:00
9009,19,3,547.47,2025-02-09T19:12:00
9010,17,2,370.86,2025-02-09T19:12:00
9011,20,1,104.86,2025-02-09T19:12:00
9012,3,1,110.84,2025-02-09T18:01:00
9013,17,2,370.86,2025-02-09T18:01:00
9014,11,1,57.52,2025-02-09T18:01:00
9015,5,1,128.68,2025-02-09T18:01:00
9016,6,1,104.6,2025-02-09T18:01:00
9017,16,1,188.75,2025-02-09T18:03:00
9018,4,3,354.75,2025-02-09T18:03:00
9019,3,3,332.52,2025-02-09T18:03:00
9020,10,1,110.27,2025-02-09T18:03:00
9021,15,2,273.96,2025-02-09T18:03:00
9022,14,1,56.49,2025-02-09T17:13:00
9023,8,2,214.18,2025-02-09T11:58:00
9024,9,3,158.25,2025-02-09T11:58:00
9025,12,2,393.8,2025-02-09T11:58:00
9026,16,2,377.5,2025-02-09T11:58:00
9027,10,2,220.54,2025-02-09T11:58:00
9028,12,1,196.9,2025-02-09T19:47:00
9029,7,2,174.94,2025-02-09T19:47:00
9030,11,1,57.52,2025-02-09T19:47:00
9031,9,2,105.5,2025-02-09T07:46:00
9032,18,2,318.94,2025-02-09T07:46:00
9033,13,3,269.19,2025-02-09T13:57:00
9034,2,3,174.66,2025-02-09T13:57:00
9035,12,3,590.7,2025-02-09T13:57:00
9036,9,2,105.5,2025-02-09T13:38:00
9037,1,2,124.88,2025-02-09T13:38:00
9038,14,2,112.98,2025-02-09T13:38:00
9039,8,3,321.27,2025-02-09T10:31:00
9040,4,1,118.25,2025-02-09T10:31:00
9041,5,3,386.04,2025-02-09T10:31:00
9042,19,1,182.49,2025-02-09T10:31:00
9043,18,2,318.94,2025-02-09T10:31:00
9044,10,3,330.81,2025-02-09T13:56:00
9045,14,3,169.47,2025-02-09T13:56:00
9046,16,3,566.25,2025-02-09T15:24:00
9047,12,1,196.9,2025-02-09T15:24:00
9048,9,1,52.75,2025-02-09T15:24:00
9049,19,2,364.98,2025-02-09T15:24:00
9050,10,1,110.27,2025-02-09T15:24:00
9051,20,1,104.86,2025-02-09T06:56:00
9052,3,1,110.84,2025-02-09T06:56:00
9053,17,2,370.86,2025-02-09T16:36:00
9054,1,1,62.44,2025-02-09T16:36:00
9055,11,3,172.56,2025-02-09T08:19:00
9056,14,3,169.47,2025-02-09T08:19:00
9057,18,2,318.94,2025-02-09T10:15:00
9058,20,3,314.58,2025-02-09T10:15:00
9059,20,1,104.86,2025-02-09T16:33:00
9060,20,1,104.86,2025-02-09T09:44:00
9061,9,2,105.5,2025-02-09T09:44:00
9062,12,1,196.9,2025-02-09T09:51:00
9063,2,2,116.44,2025-02-09T09:51:00
9064,18,1,159.47,2025-02-09T09:51:00
9065,16,3,566.25,2025-02-09T09:51:00
9066,11,3,172.56,2025-02-09T12:58:00
9067,9,2,105.5,2025-02-09T12:58:00
9068,8,2,214.18,2025-02-09T12:58:00
9069,11,2,115.04,2025-02-09T08:54:00
9070,6,3,313.8,2025-02-09T08:54:00
9071,14,1,56.49,2025-02-09T19:54:00
9072,11,3,172.56,2025-02-09T19:54:00
9073,1,1,62.44,2025-02-09T19:54:00
9074,2,1,58.22,2025-02-09T19:54:00
9075,11,2,115.04,2025-02-09T08:56:00
9076,12,3,590.7,2025-02-09T08:56:00
9077,18,2,318.94,2025-02-09T08:56:00
9078,5,3,386.04,2025-02-09T08:56:00
9079,8,1,107.09,2025-02-09T15:16:00
9080,16,1,188.75,2025-02-09T15:16:00
9081,14,3,169.47,2025-02-09T18:55:00
9082,20,1,104.86,2025-02-09T18:55:00
9083,10,1,110.27,2025-02-09T18:55:00
9084,6,3,313.8,2025-02-09T21:53:00
9085,10,2,220.54,2025-02-09T21:53:00
9086,13,1,89.73,2025-02-09T21:53:00
9087,11,1,57.52,2025-02-09T11:12:00
9088,4,3,354.75,2025-02-09T11:12:00
9089,11,1,57.52,2025-02-09T07:22:00
9090,9,3,158.25,2025-02-09T07:22:00
9091,7,2,174.94,2025-02-09T07:22:00
9092,2,1,58.22,2025-02-09T10:33:00
9093,16,2,377.5,2025-02-09T10:33:00
9094,8,1,107.09,2025-02-09T10:33:00
9095,20,3,314.58,2025-02-09T19:44:00
9096,4,3,354.75,2025-02-09T16:49:00
9097,17,1,185.43,2025-02-09T16:49:00
9098,9,1,52.75,2025-02-09T16:49:00
9099,20,1,104.86,2025-02-09T16:49:00
9100,8,3,321.27,2025-02-09T16:49:00
9101,10,3,330.81,2025-02-09T08:33:00
9102,1,3,187.32,2025-02-09T08:33:00
9103,8,1,107.09,2025-02-09T08:33:00
9104,16,1,188.75,2025-02-09T08:33:00
9105,19,1,182.49,2025-02-09T19:57:00
9106,9,2,105.5,2025-02-09T19:57:00
9107,20,2,209.72,2025-02-09T14:56:00
9108,2,1,58.22,2025-02-09T14:56:00
9109,15,1,136.98,2025-02-09T14:56:00
9110,10,1,110.27,2025-02-09T14:56:00
9111,12,1,196.9,2025-02-09T16:29:00
9112,2,3,174.66,2025-02-09T16:29:00
9113,14,3,169.47,2025-02-09T16:29:00
9114,11,3,172.56,2025-02-09T16:29:00
9115,18,2,318.94,2025-02-09T16:29:00
9116,3,3,332.52,2025-02-09T15:15:00
9117,19,3,547.47,2025-02-09T15:15:00
9118,16,1,188.75,2025-02-09T15:15:00
9119,2,3,174.66,2025-02-09T15:15:00
9120,6,1,104.6,2025-02-09T15:15:00
9121,6,3,313.8,2025-02-09T07:43:00
9122,11,2,115.04,2025-02-09T19:11:00
9123,3,2,221.68,2025-02-09T19:11:00
9124,10,1,110.27,2025-02-09T19:11:00
9125,15,1,136.98,2025-02-09T19:11:00
9126,16,1,188.75,2025-02-09T22:28:00
9127,8,1,107.09,2025-02-09T22:28:00
9128,18,2,318.94,2025-02-09T22:28:00
9129,12,1,196.9,2025-02-09T22:28:00
9130,19,1,182.49,2025-02-09T17:35:00
9131,20,2,209.72,2025-02-09T17:35:00
9132,16,3,566.25,2025-02-09T17:35:00
9133,1,1,62.44,2025-02-09T17:57:00
9134,1,2,124.88,2025-02-09T06:06:00
9135,14,2,112.98,2025-02-09T06:06:00
9136,15,3,410.94,2025-02-09T06:06:00
9137,13,3,269.19,2025-02-09T10:17:00
9138,4,2,236.5,2025-02-09T10:17:00
9139,16,3,566.25,2025-02-09T17:44:00
9140,17,2,370.86,2025-02-09T17:44:00
9141,18,1,159.47,2025-02-09T17:44:00
9142,7,1,87.47,2025-02-09T17:44:00
9143,16,2,377.5,2025-02-09T12:32:00
9144,19,1,182.49,2025-02-09T12:32:00
9145,10,1,110.27,2025-02-09T12:32:00
9146,17,2,370.86,2025-02-09T12:32:00
9147,15,2,273.96,2025-02-09T13:07:00
9148,14,1,56.49,2025-02-09T13:07:00
9149,18,2,318.94,2025-02-09T13:07:00
9150,5,3,386.04,2025-02-09T10:03:00
9151,17,2,370.86,2025-02-09T11:46:00
9152,13,2,179.46,2025-02-09T13:25:00
9153,5,2,257.36,2025-02-09T13:25:00
9154,19,2,364.98,2025-02-09T13:25:00
9155,6,1,104.6,2025-02-09T13:25:00
9156,13,1,89.73,2025-02-09T13:25:00
9157,20,1,104.86,2025-02-09T13:25:00
9158,12,3,590.7,2025-02-09T13:25:00
9159,16,3,566.25,2025-02-09T13:25:00
9160,16,2,377.5,2025-02-09T09:55:00
9161,5,2,257.36,2025-02-09T09:55:00
9162,13,2,179.46,2025-02-09T20:30:00
9163,11,2,115.04,2025-02-09T20:30:00
9164,17,2,370.86,2025-02-09T20:30:00
9165,12,3,590.7,2025-02-09T09:47:00
9166,8,3,321.27,2025-02-09T09:47:00
9167,9,3,158.25,2025-02-09T09:47:00
9168,3,3,332.52,2025-02-09T09:47:00
9169,10,3,330.81,2025-02-09T12:50:00
9170,5,2,257.36,2025-02-09T12:50:00
9171,2,1,58.22,2025-02-09T12:50:00
9172,9,1,52.75,2025-02-09T12:50:00
9173,12,2,393.8,2025-02-09T12:50:00
9174,10,2,220.54,2025-02-09T12:55:00
9175,13,2,179.46,2025-02-09T12:55:00
9176,19,2,364.98,2025-02-09T12:55:00
9177,6,2,209.2,2025-02-09T12:55:00
9178,15,1,136.98,2025-02-09T12:55:00
9179,9,3,158.25,2025-02-09T10:03:00
9180,12,2,393.8,2025-02-09T10:03:00
9181,15,3,410.94,2025-02-09T10:03:00
9182,17,2,370.86,2025-02-09T10:03:00
9183,14,3,169.47,2025-02-09T20:01:00
9184,4,2,236.5,2025-02-09T14:46:00
9185,18,2,318.94,2025-02-09T14:46:00
9186,9,2,105.5,2025-02-09T14:46:00
9187,2,2,116.44,2025-02-09T14:46:00
9188,13,2,179.46,2025-02-09T14:46:00
9189,13,2,179.46,2025-02-09T16:14:00
9190,15,3,410.94,2025-02-09T16:14:00
9191,4,3,354.75,2025-02-09T16:14:00
9192,10,3,330.81,2025-02-09T16:14:00
9193,12,2,393.8,2025-02-09T16:14:00
9194,7,2,174.94,2025-02-09T14:10:00
9195,14,1,56.49,2025-02-09T14:10:00
9196,1,1,62.44,2025-02-09T14:10:00
9197,2,2,116.44,2025-02-09T15:21:00
9198,9,1,52.75,2025-02-09T15:21:00
9199,19,2,364.98,2025-02-09T15:21:00
9200,1,3,187.32,2025-02-09T15:21:00
9201,19,1,182.49,2025-02-09T20:34:00
9202,17,1,185.43,2025-02-09T20:34:00
9203,2,3,174.66,2025-02-09T20:34:00
9204,12,2,393.8,2025-02-09T09:20:00
9205,11,2,115.04,2025-02-09T10:04:00
9206,4,3,354.75,2025-02-09T10:04:00
9207,10,2,220.54,2025-02-09T10:04:00
9208,8,1,107.09,2025-02-09T10:04:00
9209,20,2,209.72,2025-02-09T10:04:00
9210,10,2,220.54,2025-02-09T16:00:00
9211,1,2,124.88,2025-02-09T16:00:00
9212,20,3,314.58,2025-02-09T16:00:00
9213,6,2,209.2,2025-02-09T16:00:00
9214,13,2,179.46,2025-02-09T19:20:00
9215,11,1,57.52,2025-02-09T19:20:00
9216,8,3,321.27,2025-02-09T19:20:00
9217,17,1,185.43,2025-02-09T19:20:00
9218,3,3,332.52,2025-02-09T19:20:00
9219,12,2,393.8,2025-02-09T17:52:00
9220,14,2,112.98,2025-02-09T17:52:00
9221,18,3,478.41,2025-02-09T17:52:00
9222,14,3,169.47,2025-02-09T10:30:00
9223,5,3,386.04,2025-02-09T10:30:00
9224,18,2,318.94,2025-02-09T07:41:00
9225,2,3,174.66,2025-02-09T20:13:00
9226,8,3,321.27,2025-02-09T20:13:00
9227,9,3,158.25,2025-02-09T20:13:00
9228,19,3,547.47,2025-02-09T20:13:00
9229,1,2,124.88,2025-02-10T18:31:00
9230,17,3,556.29,2025-02-10T18:31:00
9231,5,2,257.36,2025-02-10T18:31:00
9232,2,3,174.66,2025-02-10T18:31:00
9233,2,2,116.44,2025-02-10T16:20:00
9234,14,1,56.49,2025-02-10T16:20:00
9235,4,1,118.25,2025-02-10T16:20:00
9236,20,2,209.72,2025-02-10T16:20:00
9237,5,3,386.04,2025-02-10T16:20:00
9238,8,3,321.27,2025-02-10T12:24:00
9239,1,1,62.44,2025-02-10T12:24:00
9240,20,3,314.58,2025-02-10T12:24:00
9241,12,2,393.8,2025-02-10T12:24:00
9242,16,2,377.5,2025-02-10T20:42:00
9243,6,1,104.6,2025-02-10T18:12:00
9244,18,2,318.94,2025-02-10T18:12:00
9245,15,1,136.98,2025-02-10T19:23:00
9246,17,3,556.29,2025-02-10T19:23:00
9247,14,1,56.49,2025-02-10T19:23:00
9248,19,2,364.98,2025-02-10T19:23:00
9249,18,2,318.94,2025-02-10T13:16:00
9250,9,2,105.5,2025-02-10T13:16:00
9251,12,1,196.9,2025-02-10T13:16:00
9252,20,1,104.86,2025-02-10T13:16:00
9253,20,2,209.72,2025-02-10T15:52:00
9254,3,3,332.52,2025-02-10T15:52:00
9255,8,3,321.27,2025-02-10T18:13:00
9256,7,1,87.47,2025-02-10T18:13:00
9257,12,2,393.8,2025-02-10T18:13:00
9258,5,1,128.68,2025-02-10T19:51:00
9259,12,2,393.8,2025-02-10T19:51:00
9260,18,2,318.94,2025-02-10T19:51:00
9261,16,1,188.75,2025-02-10T07:29:00
9262,17,3,556.29,2025-02-10T07:29:00
9263,9,2,105.5,2025-02-10T14:50:00
9264,1,2,124.88,2025-02-10T14:50:00
9265,10,2,220.54,2025-02-10T14:50:00
9266,8,2,214.18,2025-02-10T14:50:00
9267,17,1,185.43,2025-02-10T17:04:00
9268,18,1,159.47,2025-02-10T17:04:00
9269,1,2,124.88,2025-02-10T17:04:00
9270,19,1,182.49,2025-02-10T06:22:00
9271,5,3,386.04,2025-02-10T06:22:00
9272,7,3,262.41,2025-02-10T06:22:00
9273,6,1,104.6,2025-02-10T15:47:00
9274,5,1,128.68,2025-02-10T15:47:00
9275,1,2,124.88,2025-02-10T18:44:00
9276,19,3,547.47,2025-02-10T18:44:00
9277,3,1,110.84,2025-02-10T07:42:00
9278,19,1,182.49,2025-02-10T07:42:00
9279,1,3,187.32,2025-02-10T11:33:00
9280,9,2,105.5,2025-02-10T11:33:00
9281,5,2,257.36,2025-02-10T11:33:00
9282,15,2,273.96,2025-02-10T15:04:00
9283,3,3,332.52,2025-02-10T15:04:00
9284,17,3,556.29,2025-02-10T22:35:00
9285,4,3,354.75,2025-02-10T22:35:00
9286,9,3,158.25,2025-02-10T22:35:00
9287,16,3,566.25,2025-02-10T22:35:00
9288,17,1,185.43,2025-02-10T15:13:00
9289,20,2,209.72,2025-02-10T15:13:00
9290,11,1,57.52,2025-02-10T15:13:00
9291,13,2,179.46,2025-02-10T15:13:00
9292,1,2,124.88,2025-02-10T15:13:00
9293,4,1,118.25,2025-02-10T18:25:00
9294,13,1,89.73,2025-02-10T18:25:00
9295,17,2,370.86,2025-02-10T18:25:00
9296,6,2,209.2,2025-02-10T18:25:00
9297,11,1,57.52,2025-02-10T18:25:00
9298,19,2,364.98,2025-02-10T22:40:00
9299,14,3,169.47,2025-02-10T22:40:00
9300,17,1,185.43,2025-02-10T22:40:00
9301,7,3,262.41,2025-02-10T22:40:00
9302,8,2,214.18,2025-02-10T22:40:00
9303,18,2,318.94,2025-02-10T21:26:00
9304,8,1,107.09,2025-02-10T15:29:00
9305,10,3,330.81,2025-02-10T20:35:00
9306,18,2,318.94,2025-02-10T20:35:00
9307,10,3,330.81,2025-02-10T13:07:00
9308,17,2,370.86,2025-02-10T15:47:00
9309,13,1,89.73,2025-02-10T15:47:00
