id,created_at,total_amount,items_count
2189,2025-01-29T11:41:00,1232.65,9
2190,2025-01-29T16:59:00,291.9,2
2191,2025-01-29T21:11:00,282.55,4
2192,2025-01-29T15:06:00,104.98,1
2193,2025-01-29T21:07:00,392.76,2
2194,2025-01-29T13:30:00,1375.09,9
2195,2025-01-29T14:30:00,1468.11,9
2196,2025-01-29T08:17:00,822.71,7
2197,2025-01-29T16:29:00,966.07,8
2198,2025-01-29T20:58:00,1252.64,11
2199,2025-01-29T22:23:00,100.66,1
2200,2025-01-29T20:12:00,440.61,4
2201,2025-01-29T20:19:00,178.93,1
2202,2025-01-29T07:29:00,1035.99,8
2203,2025-01-29T21:30:00,111.31,1
2204,2025-01-29T15:51:00,1053.24,7
2205,2025-01-29T07:10:00,479.01,4
2206,2025-01-29T19:51:00,487.0,4
2207,2025-01-29T20:36:00,590.1,7
2208,2025-01-29T18:37:00,1063.73,9
2209,2025-01-29T13:03:00,596.25,7
2210,2025-01-29T06:22:00,116.96,2
2211,2025-01-29T21:58:00,559.98,3
2212,2025-01-29T08:25:00,1338.19,9
2213,2025-01-29T13:09:00,329.24,2
2214,2025-01-29T19:03:00,567.3,5
2215,2025-01-29T16:35:00,385.5,3
2216,2025-01-29T06:21:00,603.25,7
2217,2025-01-29T06:46:00,460.43,3
2218,2025-01-29T06:28:00,509.23,7
2219,2025-01-29T10:55:00,1055.77,10
2220,2025-01-29T06:10:00,510.61,4
2221,2025-01-29T22:40:00,646.8,6
2222,2025-01-29T15:34:00,1320.63,9
2223,2025-01-29T16:14:00,623.96,6
2224,2025-01-29T21:39:00,1086.51,8
2225,2025-01-30T15:51:00,547.66,5
2226,2025-01-30T19:49:00,1204.77,10
2227,2025-01-30T08:20:00,483.36,3
2228,2025-01-30T11:26:00,1285.89,9
2229,2025-01-30T19:55:00,235.4,2
2230,2025-01-30T21:07:00,330.48,3
2231,2025-01-30T20:55:00,900.21,6
2232,2025-01-30T14:37:00,967.59,6
2233,2025-01-30T09:12:00,631.93,7
2234,2025-01-30T19:25:00,343.21,4
2235,2025-01-30T11:55:00,1635.46,11
2236,2025-01-30T12:47:00,1153.94,7
2237,2025-01-30T17:33:00,1234.56,11
2238,2025-01-30T06:01:00,167.94,1
2239,2025-01-30T18:36:00,313.06,2
2240,2025-01-30T08:30:00,71.42,1
2241,2025-01-30T19:43:00,799.43,10
2242,2025-01-30T18:47:00,1471.08,13
2243,2025-01-30T09:20:00,340.6,4
2244,2025-01-30T09:40:00,196.23,3
2245,2025-01-30T13:59:00,1526.84,10
2246,2025-01-30T09:18:00,174.13,3
2247,2025-01-30T06:04:00,338.71,2
2248,2025-01-30T19:16:00,223.4,2
2249,2025-01-30T11:40:00,415.69,5
2250,2025-01-30T16:05:00,355.56,2
2251,2025-01-30T07:26:00,199.46,2
2252,2025-01-30T06:03:00,736.93,6
2253,2025-01-30T11:44:00,1128.35,11
2254,2025-01-30T13:21:00,983.81,9
2255,2025-01-30T17:41:00,140.16,2
2256,2025-01-30T11:25:00,238.86,3
2257,2025-01-30T22:28:00,305.48,4
2258,2025-01-30T20:07:00,1191.61,12
2259,2025-01-30T06:39:00,571.13,4
2260,2025-01-30T08:40:00,388.32,2
2261,2025-01-30T08:49:00,264.4,2
2262,2025-01-30T17:23:00,471.37,4
2263,2025-01-30T20:30:00,814.31,5
2264,2025-01-30T09:44:00,1373.5,10
2265,2025-01-30T20:00:00,123.12,1
2266,2025-01-30T14:06:00,586.97,3
2267,2025-01-30T10:45:00,831.58,6
2268,2025-01-30T15:58:00,1312.08,9
2269,2025-01-30T11:18:00,226.71,3
2270,2025-01-30T13:33:00,352.7,2
2271,2025-01-30T07:43:00,951.57,7
2272,2025-01-30T16:18:00,1215.61,10
2273,2025-01-30T16:57:00,658.41,8
2274,2025-01-30T07:53:00,209.2,2
2275,2025-01-30T16:09:00,1004.42,6
2276,2025-01-30T08:17:00,1144.34,9
2277,2025-01-31T19:42:00,136.9,2
2278,2025-01-31T20:31:00,553.26,3
2279,2025-01-31T10:05:00,811.12,7
2280,2025-01-31T06:54:00,749.88,6
2281,2025-01-31T20:09:00,973.12,7
2282,2025-01-31T19:13:00,1403.58,9
2283,2025-01-31T08:01:00,763.83,7
2284,2025-01-31T10:45:00,151.38,3
2285,2025-01-31T15:25:00,1232.4,10
2286,2025-01-31T20:25:00,222.48,3
2287,2025-01-31T18:30:00,1322.63,10
2288,2025-01-31T18:35:00,346.76,2
2289,2025-01-31T16:32:00,120.15,1
2290,2025-01-31T15:26:00,330.18,3
2291,2025-01-31T21:03:00,951.05,7
2292,2025-01-31T07:31:00,330.18,3
2293,2025-01-31T10:28:00,554.57,6
2294,2025-01-31T19:24:00,1355.81,11
2295,2025-01-31T14:03:00,1293.59,9
2296,2025-01-31T10:30:00,786.57,8
2297,2025-01-31T12:57:00,985.31,5
2298,2025-01-31T15:06:00,1182.41,10
2299,2025-01-31T21:54:00,488.64,3
2300,2025-01-31T11:28:00,621.32,8
2301,2025-01-31T08:28:00,1165.4,10
2302,2025-01-31T08:26:00,325.48,2
2303,2025-01-31T10:47:00,1698.97,10
2304,2025-01-31T20:59:00,701.31,8
2305,2025-01-31T07:02:00,1513.48,13
2306,2025-01-31T22:28:00,614.3,7
2307,2025-01-31T16:21:00,1611.53,12
2308,2025-01-31T10:11:00,390.17,4
2309,2025-01-31T15:40:00,294.52,4
2310,2025-01-31T12:20:00,503.63,4
2311,2025-01-31T07:48:00,602.52,5
2312,2025-01-31T15:46:00,1772.5,14
2313,2025-01-31T08:37:00,261.82,2
2314,2025-01-31T18:04:00,911.65,6
2315,2025-01-31T07:09:00,1210.66,8
2316,2025-01-31T10:47:00,179.22,2
2317,2025-01-31T19:05:00,1017.74,8
2318,2025-01-31T13:51:00,590.49,3
2319,2025-01-31T16:12:00,199.46,1
2320,2025-01-31T19:21:00,431.26,4
2321,2025-01-31T06:11:00,1367.13,12
2322,2025-01-31T16:13:00,654.34,4
2323,2025-01-31T17:57:00,728.03,6
2324,2025-01-31T21:38:00,1257.57,11
2325,2025-01-31T16:45:00,206.34,2
2326,2025-01-31T11:47:00,883.28,8
2327,2025-01-31T18:39:00,700.61,5
2328,2025-01-31T09:02:00,823.13,8
2329,2025-01-31T18:53:00,820.48,7
2330,2025-01-31T19:40:00,416.04,3
2331,2025-01-31T10:51:00,1627.13,13
2332,2025-01-31T10:22:00,83.64,1
2333,2025-01-31T07:02:00,1690.88,10
2334,2025-01-31T11:30:00,460.09,3
2335,2025-01-31T08:21:00,1563.01,11
2336,2025-01-31T17:39:00,168.12,3
2337,2025-01-31T15:27:00,1344.62,10
2338,2025-01-31T10:48:00,857.92,7
2339,2025-01-31T17:39:00,626.27,5
2340,2025-01-31T12:01:00,799.32,5
2341,2025-01-31T09:01:00,965.42,9
2342,2025-01-31T18:50:00,199.25,1
2343,2025-01-31T19:59:00,635.0,5
2344,2025-01-31T18:51:00,162.57,1
2345,2025-01-31T15:09:00,940.91,8
2346,2025-01-31T21:46:00,1521.91,14
2347,2025-01-31T16:25:00,655.23,5
2348,2025-01-31T17:53:00,603.15,4
2349,2025-01-31T15:33:00,504.78,5
2350,2025-01-31T08:00:00,561.36,5
2351,2025-02-01T17:34:00,495.1,3
2352,2025-02-01T18:47:00,1149.27,12
2353,2025-02-01T09:59:00,641.38,7
2354,2025-02-01T16:00:00,534.03,4
2355,2025-02-01T07:34:00,987.76,8
2356,2025-02-01T06:22:00,620.62,5
2357,2025-02-01T19:14:00,837.33,5
2358,2025-02-01T11:09:00,1049.38,9
2359,2025-02-01T08:19:00,471.96,3
2360,2025-02-01T15:25:00,930.87,7
2361,2025-02-01T22:44:00,694.38,4
2362,2025-02-01T07:15:00,342.99,5
2363,2025-02-01T07:18:00,1646.04,10
2364,2025-02-01T13:57:00,470.91,3
2365,2025-02-01T21:31:00,1384.37,9
2366,2025-02-01T11:55:00,2050.36,12
2367,2025-02-01T11:29:00,551.49,5
2368,2025-02-01T13:39:00,990.07,6
2369,2025-02-01T06:43:00,344.16,4
2370,2025-02-01T06:39:00,787.06,7
2371,2025-02-01T17:58:00,902.83,7
2372,2025-02-01T06:10:00,741.36,8
2373,2025-02-01T21:00:00,1548.73,11
2374,2025-02-01T06:56:00,292.26,4
2375,2025-02-01T17:35:00,908.95,9
2376,2025-02-01T14:47:00,1264.07,9
2377,2025-02-01T20:54:00,843.04,9
2378,2025-02-01T19:23:00,677.04,6
2379,2025-02-01T17:47:00,747.11,5
2380,2025-02-01T22:28:00,356.46,2
2381,2025-02-01T19:04:00,1383.91,8
2382,2025-02-01T11:56:00,1191.0,9
2383,2025-02-01T20:10:00,915.07,5
2384,2025-02-01T07:27:00,1004.33,7
2385,2025-02-01T09:38:00,1029.58,9
2386,2025-02-01T15:15:00,652.9,5
2387,2025-02-01T09:36:00,656.33,5
2388,2025-02-01T12:05:00,479.0,4
2389,2025-02-01T13:22:00,566.09,5
2390,2025-02-01T19:23:00,154.31,1
2391,2025-02-01T18:08:00,437.52,5
2392,2025-02-01T18:38:00,491.42,5
2393,2025-02-01T13:41:00,1380.38,11
2394,2025-02-01T22:54:00,1244.19,8
2395,2025-02-01T16:06:00,477.1,4
2396,2025-02-01T17:01:00,508.91,3
2397,2025-02-01T16:32:00,587.52,3
2398,2025-02-01T15:14:00,338.13,5
2399,2025-02-01T20:55:00,1809.61,13
2400,2025-02-01T08:15:00,538.74,6
2401,2025-02-01T07:39:00,650.47,7
2402,2025-02-02T09:19:00,768.96,9
2403,2025-02-02T15:53:00,350.94,4
2404,2025-02-02T15:25:00,563.76,4
2405,2025-02-02T22:24:00,535.27,6
2406,2025-02-02T14:27:00,1149.01,12
2407,2025-02-02T14:51:00,1173.0,11
2408,2025-02-02T08:14:00,1140.85,10
2409,2025-02-02T18:47:00,1241.15,9
2410,2025-02-02T07:03:00,647.46,7
2411,2025-02-02T19:59:00,990.47,9
2412,2025-02-02T14:17:00,682.87,8
2413,2025-02-02T20:39:00,1435.29,13
2414,2025-02-02T22:37:00,1210.62,10
2415,2025-02-02T06:54:00,942.72,7
2416,2025-02-02T17:46:00,814.24,6
2417,2025-02-02T09:28:00,1166.13,11
2418,2025-02-02T21:35:00,607.95,6
2419,2025-02-02T21:40:00,961.94,9
2420,2025-02-02T11:09:00,1043.8,8
2421,2025-02-02T14:47:00,209.92,2
2422,2025-02-02T19:22:00,1153.89,9
2423,2025-02-02T21:26:00,105.09,1
2424,2025-02-02T18:44:00,788.98,6
2425,2025-02-02T20:44:00,179.22,3
2426,2025-02-02T22:08:00,1055.49,9
2427,2025-02-02T22:26:00,248.69,2
2428,2025-02-02T16:17:00,1203.9,9
2429,2025-02-02T20:16:00,951.12,9
2430,2025-02-02T07:12:00,579.02,4
2431,2025-02-02T11:53:00,859.09,7
2432,2025-02-02T19:23:00,1459.77,11
2433,2025-02-02T07:03:00,1311.99,9
2434,2025-02-02T09:51:00,500.28,6
2435,2025-02-02T07:53:00,382.76,4
2436,2025-02-02T08:43:00,1087.17,8
2437,2025-02-02T13:24:00,737.34,6
2438,2025-02-02T14:33:00,171.34,2
2439,2025-02-02T11:22:00,1032.35,10
2440,2025-02-02T08:00:00,687.32,5
2441,2025-02-02T14:44:00,852.45,7
2442,2025-02-02T22:43:00,1058.52,8
2443,2025-02-02T10:06:00,664.63,5
2444,2025-02-02T20:21:00,1065.25,10
2445,2025-02-02T11:26:00,418.26,3
2446,2025-02-02T21:01:00,854.57,7
2447,2025-02-02T09:26:00,270.53,3
2448,2025-02-02T10:21:00,206.06,2
2449,2025-02-02T16:16:00,595.08,5
2450,2025-02-02T07:22:00,1032.26,6
2451,2025-02-02T14:35:00,1057.17,8
2452,2025-02-02T22:32:00,390.98,2
2453,2025-02-02T07:18:00,705.81,6
2454,2025-02-02T11:54:00,167.4,3
2455,2025-02-02T08:10:00,854.24,7
2456,2025-02-02T07:20:00,510.6,5
2457,2025-02-02T18:47:00,348.58,4
2458,2025-02-02T14:58:00,1029.26,9
2459,2025-02-02T13:56:00,1447.13,9
2460,2025-02-02T21:09:00,720.09,5
2461,2025-02-02T09:01:00,502.19,6
2462,2025-02-02T15:48:00,969.11,9
2463,2025-02-02T11:31:00,650.75,7
2464,2025-02-02T09:30:00,481.37,4
2465,2025-02-02T17:41:00,1966.57,14
2466,2025-02-02T10:59:00,64.57,1
2467,2025-02-02T21:43:00,1114.05,7
2468,2025-02-02T07:43:00,1048.2,6
2469,2025-02-02T16:41:00,1532.15,10
2470,2025-02-02T17:01:00,227.3,2
2471,2025-02-02T19:59:00,956.65,7
2472,2025-02-02T09:46:00,701.07,5
2473,2025-02-02T07:59:00,186.48,1
2474,2025-02-02T07:01:00,1383.82,13
2475,2025-02-02T07:18:00,698.92,6
2476,2025-02-02T21:19:00,587.52,3
2477,2025-02-02T09:28:00,489.78,3
2478,2025-02-02T19:11:00,627.65,6
2479,2025-02-02T15:17:00,399.46,2
2480,2025-02-02T11:59:00,1004.61,9
2481,2025-02-02T06:30:00,615.33,6
2482,2025-02-02T21:25:00,1430.36,11
2483,2025-02-02T15:17:00,692.36,6
2484,2025-02-02T21:12:00,250.16,2
2485,2025-02-02T12:22:00,889.63,7
2486,2025-02-02T07:24:00,1700.57,13
2487,2025-02-02T13:22:00,87.22,1
2488,2025-02-02T09:02:00,321.54,3
2489,2025-02-02T12:21:00,67.21,1
2490,2025-02-03T13:51:00,1172.07,10
2491,2025-02-03T20:42:00,463.02,5
2492,2025-02-03T16:14:00,657.87,5
2493,2025-02-03T07:07:00,181.28,2
2494,2025-02-03T09:24:00,447.04,5
2495,2025-02-03T13:05:00,865.06,6
2496,2025-02-03T16:54:00,312.3,3
2497,2025-02-03T18:52:00,590.2,4
2498,2025-02-03T18:48:00,1068.72,10
2499,2025-02-03T20:16:00,212.62,2
2500,2025-02-03T06:11:00,304.34,4
2501,2025-02-03T09:32:00,685.41,5
2502,2025-02-03T22:59:00,518.8,5
2503,2025-02-03T08:54:00,1553.97,11
2504,2025-02-03T08:50:00,263.94,3
2505,2025-02-03T21:18:00,727.7,6
2506,2025-02-03T10:59:00,372.68,3
2507,2025-02-03T08:47:00,645.6,4
2508,2025-02-03T16:34:00,1288.3,10
2509,2025-02-03T18:33:00,1015.12,9
2510,2025-02-03T18:46:00,495.34,4
2511,2025-02-03T20:26:00,1005.69,6
2512,2025-02-03T08:40:00,609.78,4
2513,2025-02-03T06:06:00,242.78,2
2514,2025-02-03T20:45:00,434.88,4
2515,2025-02-03T10:52:00,247.56,2
2516,2025-02-03T17:21:00,1061.36,8
2517,2025-02-03T09:57:00,963.89,7
2518,2025-02-03T16:17:00,806.1,8
2519,2025-02-03T13:13:00,1620.99,10
2520,2025-02-03T16:27:00,1048.84,8
2521,2025-02-03T08:42:00,1015.25,10
2522,2025-02-03T06:48:00,757.74,7
2523,2025-02-03T16:21:00,655.2,5
2524,2025-02-03T09:57:00,758.1,6
2525,2025-02-03T07:17:00,108.36,1
2526,2025-02-03T21:03:00,663.34,8
2527,2025-02-03T20:01:00,822.13,6
2528,2025-02-03T06:24:00,204.36,2
2529,2025-02-03T13:47:00,670.06,4
2530,2025-02-03T22:19:00,1312.72,9
2531,2025-02-03T19:10:00,125.97,1
2532,2025-02-03T22:32:00,524.64,4
2533,2025-02-03T06:42:00,895.83,6
2534,2025-02-03T13:52:00,217.53,3
2535,2025-02-03T07:05:00,175.78,3
2536,2025-02-03T09:11:00,1293.24,11
2537,2025-02-03T10:27:00,882.14,6
2538,2025-02-03T12:19:00,730.55,8
2539,2025-02-03T13:06:00,1309.72,11
2540,2025-02-03T17:23:00,349.59,3
2541,2025-02-03T15:21:00,187.16,2
2542,2025-02-03T21:52:00,731.81,6
2543,2025-02-03T11:29:00,312.72,2
2544,2025-02-03T19:26:00,651.18,9
2545,2025-02-03T19:55:00,393.23,4
2546,2025-02-03T11:10:00,633.8,6
2547,2025-02-03T17:31:00,756.52,4
2548,2025-02-03T19:56:00,1306.18,10
2549,2025-02-03T07:26:00,1483.83,10
2550,2025-02-03T16:21:00,866.01,8
2551,2025-02-03T17:04:00,1501.65,9
2552,2025-02-03T20:55:00,575.72,6
2553,2025-02-03T16:31:00,1501.82,10
2554,2025-02-03T14:51:00,895.77,9
2555,2025-02-03T19:27:00,551.54,3
2556,2025-02-03T14:21:00,915.43,11
2557,2025-02-03T18:48:00,1160.8,9
2558,2025-02-03T20:26:00,1797.62,12
2559,2025-02-03T07:00:00,440.76,4
2560,2025-02-03T08:31:00,618.93,6
2561,2025-02-03T10:15:00,584.91,5
2562,2025-02-03T18:18:00,1438.12,10
2563,2025-02-03T22:49:00,914.4,5
2564,2025-02-03T13:29:00,206.12,2
2565,2025-02-03T16:46:00,1602.91,10
2566,2025-02-03T09:56:00,273.62,2
2567,2025-02-03T16:48:00,908.17,9
2568,2025-02-03T13:05:00,128.2,2
2569,2025-02-03T11:40:00,1024.99,10
2570,2025-02-03T10:47:00,341.79,3
2571,2025-02-03T08:17:00,1039.28,12
2572,2025-02-03T22:48:00,812.51,6
2573,2025-02-03T10:44:00,100.04,1
2574,2025-02-03T11:19:00,1070.99,9
2575,2025-02-03T14:13:00,444.9,5
2576,2025-02-03T14:48:00,1127.53,7
2577,2025-02-03T11:26:00,169.87,1
2578,2025-02-04T22:40:00,540.03,5
2579,2025-02-04T14:36:00,108.46,2
2580,2025-02-04T17:42:00,165.72,3
2581,2025-02-04T14:16:00,373.54,4
2582,2025-02-04T13:52:00,1034.04,8
2583,2025-02-04T16:25:00,877.21,6
2584,2025-02-04T12:25:00,107.84,1
2585,2025-02-04T14:59:00,590.86,4
2586,2025-02-04T11:33:00,1429.45,10
2587,2025-02-04T13:01:00,1024.39,8
2588,2025-02-04T14:58:00,509.68,4
2589,2025-02-04T15:21:00,1024.6,10
2590,2025-02-04T20:48:00,685.81,4
2591,2025-02-04T22:38:00,756.45,7
2592,2025-02-04T19:42:00,407.65,4
2593,2025-02-04T13:32:00,558.87,5
2594,2025-02-04T07:43:00,494.16,6
2595,2025-02-04T13:16:00,108.95,1
2596,2025-02-04T19:43:00,770.14,5
2597,2025-02-04T18:44:00,1775.5,10
2598,2025-02-04T10:34:00,1226.33,12
2599,2025-02-04T06:08:00,251.54,3
2600,2025-02-04T18:54:00,559.42,4
2601,2025-02-04T10:36:00,1367.43,10
2602,2025-02-04T08:44:00,371.08,3
2603,2025-02-04T11:40:00,887.49,10
2604,2025-02-04T10:21:00,241.76,2
2605,2025-02-04T07:29:00,241.41,3
2606,2025-02-04T22:14:00,1050.04,8
2607,2025-02-04T14:46:00,414.45,3
2608,2025-02-04T11:53:00,1156.56,7
2609,2025-02-04T16:51:00,849.29,8
2610,2025-02-04T17:16:00,137.5,2
2611,2025-02-04T06:07:00,789.53,5
2612,2025-02-04T11:43:00,930.18,6
2613,2025-02-04T21:40:00,338.61,2
2614,2025-02-04T09:45:00,1117.45,9
2615,2025-02-04T06:24:00,218.9,2
2616,2025-02-04T08:59:00,149.34,1
2617,2025-02-04T22:06:00,702.51,7
2618,2025-02-04T17:42:00,832.27,6
2619,2025-02-04T08:51:00,808.46,6
2620,2025-02-04T18:05:00,404.81,4
2621,2025-02-04T13:19:00,1113.72,6
2622,2025-02-04T20:48:00,426.96,3
2623,2025-02-04T11:32:00,943.92,6
2624,2025-02-04T16:09:00,690.72,5
2625,2025-02-04T21:58:00,558.19,6
2626,2025-02-04T21:48:00,306.78,2
2627,2025-02-04T08:39:00,400.2,6
2628,2025-02-04T10:51:00,233.42,3
2629,2025-02-04T08:25:00,209.37,3
2630,2025-02-04T11:31:00,338.6,2
2631,2025-02-04T06:27:00,1094.14,9
2632,2025-02-04T11:55:00,175.61,1
2633,2025-02-04T11:01:00,750.57,6
2634,2025-02-04T08:11:00,792.3,6
2635,2025-02-04T14:22:00,1265.72,11
2636,2025-02-04T09:24:00,664.95,4
2637,2025-02-04T15:56:00,1073.5,7
2638,2025-02-04T18:57:00,322.56,3
2639,2025-02-04T15:23:00,1001.16,10
2640,2025-02-04T07:38:00,718.52,7
2641,2025-02-04T15:06:00,1293.75,9
2642,2025-02-04T18:29:00,1455.86,10
2643,2025-02-04T11:08:00,651.31,4
2644,2025-02-04T15:47:00,909.26,8
2645,2025-02-04T08:36:00,229.08,2
2646,2025-02-04T17:23:00,620.47,5
2647,2025-02-04T22:10:00,312.15,3
2648,2025-02-04T21:22:00,580.74,4
2649,2025-02-04T17:06:00,929.9,8
2650,2025-02-04T21:32:00,256.84,2
2651,2025-02-04T18:43:00,897.5,7
2652,2025-02-04T15:40:00,422.45,3
2653,2025-02-04T21:31:00,460.99,4
2654,2025-02-04T20:00:00,1257.37,9
2655,2025-02-04T21:18:00,645.44,5
2656,2025-02-04T15:40:00,910.34,7
2657,2025-02-04T06:25:00,104.2,2
2658,2025-02-04T19:36:00,290.1,2
2659,2025-02-04T08:21:00,902.42,7
2660,2025-02-04T12:07:00,1098.62,10
2661,2025-02-04T15:25:00,571.57,4
2662,2025-02-04T09:54:00,92.53,1
2663,2025-02-04T20:11:00,441.52,4
2664,2025-02-04T16:39:00,485.79,7
2665,2025-02-04T07:26:00,1161.02,8
2666,2025-02-04T19:00:00,791.85,8
2667,2025-02-04T17:23:00,891.7,5
2668,2025-02-04T07:20:00,235.3,2
2669,2025-02-04T14:43:00,167.87,2
2670,2025-02-04T14:22:00,902.33,7
2671,2025-02-04T11:12:00,522.47,5
2672,2025-02-04T13:57:00,635.28,7
2673,2025-02-04T18:53:00,300.2,2
2674,2025-02-05T22:24:00,284.76,3
2675,2025-02-05T15:15:00,932.6,8
2676,2025-02-05T06:50:00,317.15,4
2677,2025-02-05T14:58:00,1404.3,12
2678,2025-02-05T07:17:00,948.18,8
2679,2025-02-05T14:14:00,1125.46,10
2680,2025-02-05T13:11:00,1022.66,9
2681,2025-02-05T13:15:00,178.69,1
2682,2025-02-05T17:26:00,352.74,5
2683,2025-02-05T14:55:00,313.64,3
2684,2025-02-05T19:01:00,1514.67,12
2685,2025-02-05T10:21:00,930.78,6
2686,2025-02-05T15:22:00,650.92,8
2687,2025-02-05T18:08:00,141.17,2
2688,2025-02-05T15:30:00,855.1,6
2689,2025-02-05T18:07:00,1228.04,12
2690,2025-02-05T12:47:00,1282.06,10
2691,2025-02-05T13:48:00,215.5,2
2692,2025-02-05T18:22:00,169.48,1
2693,2025-02-05T17:06:00,663.03,9
2694,2025-02-05T06:51:00,1067.94,8
2695,2025-02-05T08:04:00,862.69,8
2696,2025-02-05T20:07:00,130.67,1
2697,2025-02-05T22:24:00,2023.83,15
2698,2025-02-05T12:31:00,846.55,8
2699,2025-02-05T10:57:00,287.64,4
2700,2025-02-05T14:38:00,1119.5,8
2701,2025-02-05T09:14:00,1456.19,10
2702,2025-02-05T08:16:00,951.33,6
2703,2025-02-05T06:41:00,940.42,6
2704,2025-02-05T06:36:00,1198.47,9
2705,2025-02-05T12:28:00,598.1,4
2706,2025-02-05T12:53:00,688.84,5
2707,2025-02-05T19:44:00,469.24,5
2708,2025-02-05T21:42:00,588.11,8
2709,2025-02-05T10:16:00,567.33,5
2710,2025-02-05T12:32:00,453.34,4
2711,2025-02-05T14:44:00,147.0,2
2712,2025-02-05T22:12:00,628.86,4
2713,2025-02-05T14:37:00,152.75,1
2714,2025-02-05T19:33:00,320.22,2
2715,2025-02-05T06:21:00,276.08,4
2716,2025-02-05T19:14:00,923.63,6
2717,2025-02-05T10:07:00,1406.66,11
2718,2025-02-05T18:45:00,1599.58,13
2719,2025-02-05T19:54:00,681.59,7
2720,2025-02-05T10:06:00,1041.29,8
2721,2025-02-05T22:09:00,102.18,1
2722,2025-02-05T16:48:00,1039.36,6
2723,2025-02-05T16:21:00,163.35,3
2724,2025-02-05T18:00:00,699.38,6
2725,2025-02-05T16:36:00,1220.18,8
2726,2025-02-05T18:05:00,1168.59,12
2727,2025-02-05T13:42:00,154.78,1
2728,2025-02-05T15:43:00,1583.3,10
2729,2025-02-05T12:17:00,649.86,8
2730,2025-02-05T06:13:00,823.12,5
2731,2025-02-05T16:51:00,116.56,1
2732,2025-02-05T06:26:00,1801.5,11
2733,2025-02-05T13:40:00,914.97,9
2734,2025-02-05T08:24:00,665.41,6
2735,2025-02-05T17:35:00,1230.23,8
2736,2025-02-05T19:38:00,87.81,1
2737,2025-02-05T11:10:00,1662.86,12
2738,2025-02-05T22:04:00,838.47,6
2739,2025-02-05T15:32:00,1383.26,11
2740,2025-02-05T07:09:00,245.71,2
2741,2025-02-05T08:10:00,834.45,7
2742,2025-02-05T09:19:00,1383.46,8
2743,2025-02-05T08:34:00,185.03,1
2744,2025-02-05T11:44:00,403.27,3
2745,2025-02-05T06:46:00,890.81,6
2746,2025-02-05T06:06:00,485.12,4
2747,2025-02-05T22:33:00,1194.35,8
2748,2025-02-05T08:45:00,1149.78,9
2749,2025-02-05T21:43:00,1118.38,8
2750,2025-02-05T12:00:00,592.74,5
2751,2025-02-05T20:42:00,865.63,9
2752,2025-02-05T18:44:00,483.04,6
2753,2025-02-05T06:57:00,507.39,6
2754,2025-02-05T11:27:00,472.37,4
2755,2025-02-05T09:18:00,1409.9,10
2756,2025-02-05T14:34:00,332.76,3
2757,2025-02-05T09:57:00,340.66,3
2758,2025-02-05T15:15:00,280.37,2
2759,2025-02-05T11:35:00,419.0,6
2760,2025-02-05T15:37:00,93.92,1
2761,2025-02-05T15:07:00,710.25,5
2762,2025-02-06T13:44:00,1117.87,10
2763,2025-02-06T08:21:00,414.3,4
2764,2025-02-06T07:25:00,1373.0,10
2765,2025-02-06T22:09:00,541.54,6
2766,2025-02-06T19:39:00,981.18,9
2767,2025-02-06T10:12:00,1225.24,9
2768,2025-02-06T14:12:00,749.65,5
2769,2025-02-06T15:20:00,1193.19,9
2770,2025-02-06T06:43:00,112.78,1
2771,2025-02-06T19:09:00,1004.76,9
2772,2025-02-06T07:24:00,939.91,8
2773,2025-02-06T12:39:00,1250.89,9
2774,2025-02-06T17:04:00,807.2,8
2775,2025-02-06T10:00:00,484.83,4
2776,2025-02-06T07:57:00,434.26,3
2777,2025-02-06T09:39:00,1040.59,8
2778,2025-02-06T14:16:00,698.0,6
2779,2025-02-06T08:49:00,99.31,1
2780,2025-02-06T13:52:00,225.57,3
2781,2025-02-06T08:08:00,1762.16,12
2782,2025-02-06T14:28:00,1460.0,12
2783,2025-02-06T06:12:00,2062.17,15
2784,2025-02-06T16:22:00,367.54,2
2785,2025-02-06T10:16:00,118.91,1
2786,2025-02-06T19:49:00,843.69,6
2787,2025-02-06T08:25:00,404.0,3
2788,2025-02-06T06:21:00,1145.77,8
2789,2025-02-06T19:26:00,986.71,8
2790,2025-02-06T22:29:00,1327.35,12
2791,2025-02-06T12:05:00,299.42,2
2792,2025-02-06T13:57:00,536.61,5
2793,2025-02-06T16:44:00,275.02,2
2794,2025-02-06T08:20:00,95.51,1
2795,2025-02-06T14:32:00,324.41,2
2796,2025-02-06T10:49:00,486.48,5
2797,2025-02-06T06:33:00,902.54,8
2798,2025-02-06T09:54:00,898.08,8
2799,2025-02-06T06:23:00,389.68,2
2800,2025-02-06T22:15:00,1547.37,9
2801,2025-02-06T14:49:00,1328.56,9
2802,2025-02-06T14:35:00,1110.53,11
2803,2025-02-06T15:52:00,379.15,5
2804,2025-02-06T21:05:00,778.94,8
2805,2025-02-06T17:29:00,780.44,7
2806,2025-02-06T19:01:00,810.34,7
2807,2025-02-06T19:17:00,1214.58,10
2808,2025-02-06T06:45:00,1201.54,8
2809,2025-02-06T07:07:00,456.84,5
2810,2025-02-06T15:33:00,1599.91,11
2811,2025-02-06T17:25:00,814.19,7
2812,2025-02-07T13:33:00,778.83,9
2813,2025-02-07T06:42:00,831.16,7
2814,2025-02-07T06:07:00,320.37,3
2815,2025-02-07T07:56:00,148.1,2
